"SITE","LINE","traits","Co59","SITE2"
"PKLE","398","Co59","*","PKLE"
"PKLE","399","Co59","0.114486001","PKLE"
"PKLE","400","Co59","0.068279037","PKLE"
"PKLE","402","Co59","0.044273723","PKLE"
"PKLE","403","Co59","*","PKLE"
"PKLE","404","Co59","0.046461125","PKLE"
"PKLE","405","Co59","0.069275892","PKLE"
"PKLE","406","Co59","0.068382179","PKLE"
"PKLE","407","Co59","0.084830227","PKLE"
"PKLE","408","Co59","0.232320363","PKLE"
"PKLE","409","Co59","0.07179262","PKLE"
"PKLE","410","Co59","0.043701327","PKLE"
"PKLE","411","Co59","0.077742262","PKLE"
"PKLE","412","Co59","0.045155238","PKLE"
"PKLE","413","Co59","0.042994519","PKLE"
"PKLE","414","Co59","0.082974278","PKLE"
"PKLE","415","Co59","0.061054478","PKLE"
"PKLE","416","Co59","0.053977","PKLE"
"PKLE","417","Co59","0.127014538","PKLE"
"PKLE","418","Co59","*","PKLE"
"PKLE","419","Co59","*","PKLE"
"PKLE","420","Co59","0.053519246","PKLE"
"PKLE","421","Co59","*","PKLE"
"PKLE","422","Co59","0.070101957","PKLE"
"PKLE","423","Co59","0.093088949","PKLE"
"PKLE","424","Co59","*","PKLE"
"PKLE","425","Co59","0.062618387","PKLE"
"PKLE","426","Co59","0.055415469","PKLE"
"PKLE","427","Co59","*","PKLE"
"PKLE","428","Co59","0.056872296","PKLE"
"PKLE","429","Co59","0.05628326","PKLE"
"PKLE","431","Co59","0.06900936","PKLE"
"PKLE","432","Co59","0.079464662","PKLE"
"PKLE","433","Co59","0.029013481","PKLE"
"PKLE","435","Co59","0.059172841","PKLE"
"PKLE","436","Co59","*","PKLE"
"PKLE","437","Co59","*","PKLE"
"PKLE","438","Co59","0.06325129","PKLE"
"PKLE","439","Co59","0.0434081","PKLE"
"PKLE","440","Co59","0.0657019","PKLE"
"PKLE","442","Co59","0.066291784","PKLE"
"PKLE","443","Co59","0.044790945","PKLE"
"PKLE","444","Co59","0.038969028","PKLE"
"PKLE","445","Co59","*","PKLE"
"PKLE","446","Co59","0.092395285","PKLE"
"PKLE","447","Co59","0.078214261","PKLE"
"PKLE","448","Co59","0.04673424","PKLE"
"PKLE","449","Co59","0.066888584","PKLE"
"PKLE","450","Co59","0.131310559","PKLE"
"PKLE","451","Co59","0.037010128","PKLE"
"PKLE","452","Co59","0.09307243","PKLE"
"PKLE","453","Co59","0.07245287","PKLE"
"PKLE","454","Co59","*","PKLE"
"PKLE","455","Co59","0.056436902","PKLE"
"PKLE","456","Co59","0.061362133","PKLE"
"PKLE","458","Co59","0.105332947","PKLE"
"PKLE","459","Co59","0.056650564","PKLE"
"PKLE","460","Co59","0.035500624","PKLE"
"PKLE","461","Co59","0.07838502","PKLE"
"PKLE","462","Co59","0.058645691","PKLE"
"PKLE","463","Co59","0.070372173","PKLE"
"PKLE","464","Co59","0.062626166","PKLE"
"PKLE","465","Co59","0.054743293","PKLE"
"PKLE","466","Co59","0.046508751","PKLE"
"PKLE","467","Co59","0.089998126","PKLE"
"PKLE","468","Co59","0.02801809","PKLE"
"PKLE","469","Co59","0.090037618","PKLE"
"PKLE","470","Co59","0.057834858","PKLE"
"PKLE","471","Co59","0.058977238","PKLE"
"PKLE","472","Co59","0.058905611","PKLE"
"PKLE","473","Co59","*","PKLE"
"PKLE","474","Co59","0.08793197","PKLE"
"PKLE","475","Co59","0.070161179","PKLE"
"PKLE","476","Co59","0.05351829","PKLE"
"PKLE","477","Co59","0.120070573","PKLE"
"PKLE","479","Co59","0.073949348","PKLE"
"PKLE","480","Co59","*","PKLE"
"PKLE","482","Co59","0.066825902","PKLE"
"PKLE","483","Co59","0.224097233","PKLE"
"PKLE","484","Co59","0.042824698","PKLE"
"PKLE","485","Co59","0.047878631","PKLE"
"PKLE","486","Co59","0.103795087","PKLE"
"PKLE","487","Co59","0.1063677905","PKLE"
"PKLE","488","Co59","0.065759309","PKLE"
"PKLE","489","Co59","0.056582307","PKLE"
"PKLE","491","Co59","0.045132005","PKLE"
"PKLE","492","Co59","0.088139756","PKLE"
"PKLE","493","Co59","0.081626975","PKLE"
"PKLE","494","Co59","0.088386928","PKLE"
"PKLE","495","Co59","0.04115566","PKLE"
"PKLE","496","Co59","0.05658021","PKLE"
"PKLE","497","Co59","0.062385397","PKLE"
"PKLE","498","Co59","0.050393115","PKLE"
"PKLE","499","Co59","0.059461187","PKLE"
"PKLE","500","Co59","0.123147535","PKLE"
"PKLE","501","Co59","0.060724292","PKLE"
"PKLE","502","Co59","0.06263067","PKLE"
"PKLE","503","Co59","0.122943466","PKLE"
"PKLE","504","Co59","0.156942389","PKLE"
"PKLE","505","Co59","0.053904923","PKLE"
"PKLE","506","Co59","0.089211226","PKLE"
"PKLE","507","Co59","*","PKLE"
"PKLE","508","Co59","0.063699393","PKLE"
"PKLE","511","Co59","0.036969445","PKLE"
"PKLE","512","Co59","0.067820259","PKLE"
"PKLE","513","Co59","0.070603337","PKLE"
"PKLE","514","Co59","0.054207068","PKLE"
"PKLE","515","Co59","0.063726931","PKLE"
"PKLE","516","Co59","0.042539366","PKLE"
"PKLE","518","Co59","0.050005396","PKLE"
"PKLE","520","Co59","0.115490958","PKLE"
"PKLE","521","Co59","0.066303514","PKLE"
"PKLE","522","Co59","*","PKLE"
"PKLE","523","Co59","0.042046801","PKLE"
"PKLE","524","Co59","0.060154801","PKLE"
"PKLE","525","Co59","0.076543719","PKLE"
"PKLE","526","Co59","0.052995091","PKLE"
"PKLE","527","Co59","0.075289328","PKLE"
"PKLE","529","Co59","0.061643558","PKLE"
"PKLE","530","Co59","0.076987637","PKLE"
"PKLE","531","Co59","*","PKLE"
"PKLE","532","Co59","0.065018889","PKLE"
"PKLE","533","Co59","0.070739752","PKLE"
"PKLE","534","Co59","0.03543959","PKLE"
"PKLE","535","Co59","0.06779583","PKLE"
"PKLE","536","Co59","0.055040957","PKLE"
"PKLE","537","Co59","0.075714016","PKLE"
"PKLE","539","Co59","0.054933805","PKLE"
"PKLE","540","Co59","0.065268413","PKLE"
"PKLE","541","Co59","0.054751122","PKLE"
"PKLE","542","Co59","0.046697713","PKLE"
"PKLE","544","Co59","0.06796955","PKLE"
"PKLE","545","Co59","0.05404664","PKLE"
"PKLE","546","Co59","0.056565007","PKLE"
"PKLE","547","Co59","0.057626616","PKLE"
"PKLE","548","Co59","0.049167371","PKLE"
"PKLE","549","Co59","0.050791257","PKLE"
"PKLE","551","Co59","0.088860269","PKLE"
"PKLE","552","Co59","0.04720861","PKLE"
"PKLE","553","Co59","0.109207657","PKLE"
"PKLE","555","Co59","0.077965445","PKLE"
"PKLE","556","Co59","0.059489583","PKLE"
"PKLE","557","Co59","*","PKLE"
"PKLE","558","Co59","0.031265158","PKLE"
"PKLE","559","Co59","0.064047423","PKLE"
"PKLE","560","Co59","0.069514849","PKLE"
"PKLE","562","Co59","0.061619925","PKLE"
"PKLE","563","Co59","*","PKLE"
"PKLE","564","Co59","0.102512902","PKLE"
"PKLE","565","Co59","0.113489193","PKLE"
"PKLE","566","Co59","0.109902777","PKLE"
"PKLE","567","Co59","0.0518988","PKLE"
"PKLE","569","Co59","0.047401658","PKLE"
"PKLE","570","Co59","0.077220407","PKLE"
"PKLE","571","Co59","0.097779831","PKLE"
"PKLE","572","Co59","0.043445826","PKLE"
"PKLE","573","Co59","0.073853317","PKLE"
"PKLE","574","Co59","0.062048859","PKLE"
"PKLE","576","Co59","0.07355347","PKLE"
"PKLE","577","Co59","0.081300589","PKLE"
"PKLE","578","Co59","0.046390369","PKLE"
"PKLE","579","Co59","*","PKLE"
"PKLE","580","Co59","0.051860951","PKLE"
"PKLE","581","Co59","0.065523527","PKLE"
"PKLE","583","Co59","0.073471711","PKLE"
"PKLE","584","Co59","0.081443375","PKLE"
"PKLE","585","Co59","0.038748466","PKLE"
"PKLE","586","Co59","0.068631499","PKLE"
"PKLE","588","Co59","*","PKLE"
"PKLE","589","Co59","0.082074617","PKLE"
"PKLE","592","Co59","0.057098165","PKLE"
"PKLE","593","Co59","0.051518824","PKLE"
"PKLE","594","Co59","0.200285019","PKLE"
"PKLE","595","Co59","*","PKLE"
"PKLE","596","Co59","0.05235465","PKLE"
"PKLE","597","Co59","*","PKLE"
"PKLE","598","Co59","0.03211317","PKLE"
"PKLE","599","Co59","0.051396451","PKLE"
"PKLE","600","Co59","0.040452193","PKLE"
"PKLE","601","Co59","0.104558255","PKLE"
"PKLE","602","Co59","0.053596939","PKLE"
"PKLE","603","Co59","0.067147232","PKLE"
"PKLE","604","Co59","0.097058053","PKLE"
"PKLE","605","Co59","0.03975486","PKLE"
"PKLE","606","Co59","0.067462036","PKLE"
"PKLE","608","Co59","0.044265331","PKLE"
"PKLE","609","Co59","0.0802755","PKLE"
"PKLE","610","Co59","0.043888293","PKLE"
"PKLE","611","Co59","0.080661843","PKLE"
"PKLE","612","Co59","0.069929053","PKLE"
"PKLE","613","Co59","0.037204945","PKLE"
"PKLE","614","Co59","0.039941204","PKLE"
"PKLE","618","Co59","0.063127099","PKLE"
"PKLE","619","Co59","0.063182757","PKLE"
"PKLE","620","Co59","0.043761706","PKLE"
"PKLE","621","Co59","0.070630072","PKLE"
"PKLE","622","Co59","0.044361118","PKLE"
"PKLE","623","Co59","*","PKLE"
"PKLE","624","Co59","0.073017664","PKLE"
"PKLE","625","Co59","*","PKLE"
"PKLE","627","Co59","0.071616109","PKLE"
"PKLE","628","Co59","0.074840357","PKLE"
"PKLE","629","Co59","0.076633416","PKLE"
"PKLE","630","Co59","*","PKLE"
"PKLE","632","Co59","0.134390209","PKLE"
"PKLE","633","Co59","0.044487388","PKLE"
"PKLE","634","Co59","0.244529646","PKLE"
"PKLE","635","Co59","0.116686348","PKLE"
"PKLE","636","Co59","0.044969199","PKLE"
"PKLE","637","Co59","*","PKLE"
"PKLE","638","Co59","0.05643843","PKLE"
"PKLE","639","Co59","0.049122734","PKLE"
"PKLE","640","Co59","0.053939451","PKLE"
"PKLE","641","Co59","0.065819457","PKLE"
"PKLE","642","Co59","0.05057939","PKLE"
"PKLE","643","Co59","0.051273786","PKLE"
"PKLE","644","Co59","0.065255419","PKLE"
"PKLE","645","Co59","*","PKLE"
"PKLE","647","Co59","0.07403473","PKLE"
"PKLE","648","Co59","0.0526887455","PKLE"
"PKLE","649","Co59","0.05481799","PKLE"
"PKLE","652","Co59","*","PKLE"
"PKLE","654","Co59","0.074494205","PKLE"
"PKLE","655","Co59","0.073010501","PKLE"
"PKLE","656","Co59","0.066005845","PKLE"
"PKLE","657","Co59","0.054656681","PKLE"
"PKLE","658","Co59","0.125728162","PKLE"
"PKLE","660","Co59","0.061744143","PKLE"
"PKLE","661","Co59","0.05508172","PKLE"
"PKLE","663","Co59","0.055311583","PKLE"
"PKLE","664","Co59","0.090230007","PKLE"
"PKLE","666","Co59","0.104014389","PKLE"
"PKLE","667","Co59","0.055119553","PKLE"
"PKLE","668","Co59","0.110688249","PKLE"
"PKLE","669","Co59","0.085552012","PKLE"
"PKLE","670","Co59","0.087223671","PKLE"
"PKLE","671","Co59","*","PKLE"
"PKLE","672","Co59","0.052488577","PKLE"
"PKLE","673","Co59","0.050008547","PKLE"
"PKLE","674","Co59","0.054278973","PKLE"
"PKLE","675","Co59","0.088191428","PKLE"
"PKLE","677","Co59","0.0731868205","PKLE"
"PKLE","679","Co59","0.081777656","PKLE"
"PKLE","680","Co59","0.040942405","PKLE"
"PKLE","681","Co59","0.050667752","PKLE"
"PKLE","682","Co59","0.062304357","PKLE"
"PKLE","683","Co59","0.059964527","PKLE"
"PKLE","684","Co59","0.059756908","PKLE"
"PKLE","685","Co59","0.045077295","PKLE"
"PKLE","686","Co59","0.068369737","PKLE"
"PKLE","689","Co59","0.03807875","PKLE"
"PKLE","690","Co59","0.045721755","PKLE"
"PKLE","691","Co59","0.065552316","PKLE"
"PKLE","692","Co59","0.046663247","PKLE"
"PKLE","693","Co59","0.082335991","PKLE"
"PKLE","694","Co59","0.061732881","PKLE"
"PKLE","695","Co59","0.030641357","PKLE"
"PKLE","696","Co59","0.044771226","PKLE"
"PKLE","697","Co59","0.054567287","PKLE"
"PKLE","698","Co59","0.065968887","PKLE"
"PKLE","699","Co59","0.050583926","PKLE"
"PKLE","700","Co59","*","PKLE"
"PKLE","702","Co59","0.040303766","PKLE"
"PKLE","703","Co59","0.036073142","PKLE"
"PKLE","704","Co59","0.081833545","PKLE"
"PKLE","705","Co59","0.039429202","PKLE"
"PKLE","706","Co59","0.068722878","PKLE"
"PKLE","707","Co59","*","PKLE"
"PKLE","708","Co59","0.085268944","PKLE"
"PKLE","710","Co59","*","PKLE"
"PKLE","711","Co59","0.052458542","PKLE"
"PKLE","712","Co59","0.046785844","PKLE"
"PKLE","713","Co59","0.046305598","PKLE"
"PKLE","714","Co59","0.088278722","PKLE"
"PKLE","715","Co59","0.034660977","PKLE"
"PKLE","716","Co59","0.058691721","PKLE"
"PKLE","718","Co59","0.0506330655","PKLE"
"PKLE","719","Co59","0.054549663","PKLE"
"PKLE","720","Co59","0.053116421","PKLE"
"PKLE","721","Co59","0.081389765","PKLE"
"PKLE","722","Co59","0.047813206","PKLE"
"PKLE","723","Co59","0.042673813","PKLE"
"PKLE","724","Co59","0.224732696","PKLE"
"PKLE","725","Co59","0.040509578","PKLE"
"PKLE","726","Co59","0.102531579","PKLE"
"PKLE","729","Co59","0.079817285","PKLE"
"PKLE","730","Co59","0.099936979","PKLE"
"PKLE","731","Co59","0.135214568","PKLE"
"PKLE","732","Co59","0.082404334","PKLE"
"PKLE","733","Co59","0.040145292","PKLE"
"PKLE","734","Co59","0.081488802","PKLE"
"PKLE","735","Co59","0.070477694","PKLE"
"PKLE","736","Co59","*","PKLE"
"PKLE","737","Co59","0.042992031","PKLE"
"PKLE","738","Co59","0.06777541","PKLE"
"PKLE","739","Co59","0.046693031","PKLE"
"PKLE","740","Co59","0.057580395","PKLE"
"PKLE","742","Co59","0.048077266","PKLE"
"PKLE","743","Co59","*","PKLE"
"PKLE","744","Co59","*","PKLE"
"PKLE","745","Co59","0.255777066","PKLE"
"PKLE","746","Co59","0.058770849","PKLE"
"PKLE","748","Co59","0.048020328","PKLE"
"PKLE","749","Co59","0.03597744","PKLE"
"PKLE","750","Co59","0.052754787","PKLE"
"PKLE","751","Co59","0.0658958","PKLE"
"PKLE","752","Co59","0.081252561","PKLE"
"PKLE","753","Co59","0.230881808","PKLE"
"PKLE","755","Co59","*","PKLE"
"PKLE","756","Co59","0.046781051","PKLE"
"PKLE","757","Co59","0.204917805","PKLE"
"PKLE","758","Co59","0.057893364","PKLE"
"PKLE","759","Co59","0.063282857","PKLE"
"PKLE","760","Co59","*","PKLE"
"PKLE","761","Co59","0.069211345","PKLE"
"PKLE","762","Co59","0.068294772","PKLE"
"PKLE","763","Co59","*","PKLE"
"PKLE","764","Co59","0.054959615","PKLE"
"PKLE","765","Co59","0.063022001","PKLE"
"PKLE","766","Co59","0.050059507","PKLE"
"PKLE","767","Co59","0.074600329","PKLE"
"PKLE","768","Co59","0.05457656","PKLE"
"PKLE","769","Co59","0.120328714","PKLE"
"PKLE","770","Co59","0.048628124","PKLE"
"PKLE","771","Co59","0.062429943","PKLE"
"PKLE","772","Co59","0.042921673","PKLE"
"PKLE","773","Co59","0.05050195","PKLE"
"PKLE","774","Co59","*","PKLE"
"PKLE","775","Co59","0.07522535","PKLE"
"PKLE","776","Co59","0.078392802","PKLE"
"PKLE","777","Co59","*","PKLE"
"PKLE","778","Co59","0.069708759","PKLE"
"PKLE","779","Co59","0.073135546","PKLE"
"PKLE","780","Co59","0.06860697","PKLE"
"PKLE","781","Co59","0.057145038","PKLE"
"PKLE","782","Co59","0.081132585","PKLE"
"PKLE","783","Co59","0.056456561","PKLE"
"PKLE","784","Co59","0.083941476","PKLE"
"PKLE","785","Co59","0.05061294","PKLE"
"PKLE","786","Co59","0.042364866","PKLE"
"PKLE","787","Co59","*","PKLE"
"PKLE","788","Co59","0.101910216","PKLE"
"PKLE","789","Co59","0.043470381","PKLE"
"PKLE","790","Co59","0.067506784","PKLE"
"PKLE","792","Co59","0.061734015","PKLE"
"PKLE","794","Co59","*","PKLE"
"PKLE","795","Co59","0.033569462","PKLE"
"PKLE","796","Co59","0.066624222","PKLE"
"PKLE","797","Co59","0.072676461","PKLE"
"PKLE","799","Co59","0.054822691","PKLE"
"PKLE","800","Co59","0.082504125","PKLE"
"PKLE","801","Co59","0.045141839","PKLE"
"PKLE","802","Co59","0.07031691","PKLE"
"PKLE","803","Co59","0.060885031","PKLE"
"PKLE","804","Co59","0.036890107","PKLE"
"PKLE","805","Co59","0.067063554","PKLE"
"PKLE","806","Co59","0.036405537","PKLE"
"PKLE","808","Co59","0.045448629","PKLE"
"PKLE","809","Co59","0.05147027","PKLE"
"PKLE","810","Co59","0.04044056","PKLE"
"PKLE","811","Co59","0.045486392","PKLE"
"PKLE","812","Co59","*","PKLE"
"PKLE","813","Co59","0.040632316","PKLE"
"PKLE","814","Co59","0.07794675","PKLE"
"PKLE","815","Co59","0.045383898","PKLE"
"PKLE","816","Co59","0.087063672","PKLE"
"PKLE","817","Co59","*","PKLE"
"PKLE","818","Co59","0.060916187","PKLE"
"PKLE","819","Co59","*","PKLE"
"PKLE","820","Co59","*","PKLE"
"PKLE","821","Co59","0.057762193","PKLE"
"PKLE","822","Co59","0.066547274","PKLE"
"PKLE","823","Co59","*","PKLE"
"PKLE","824","Co59","0.081289139","PKLE"
"PKLE","825","Co59","0.039522807","PKLE"
