"SITE","LINE","traits","Mg26","SITE2"
"PKLE","272","Mg26","1830.848036","PKLE"
"PKLE","273","Mg26","952.3883703","PKLE"
"PKLE","274","Mg26","1317.420004","PKLE"
"PKLE","275","Mg26","2035.649937","PKLE"
"PKLE","276","Mg26","*","PKLE"
"PKLE","277","Mg26","1119.089195","PKLE"
"PKLE","278","Mg26","*","PKLE"
"PKLE","279","Mg26","912.9107368","PKLE"
"PKLE","281","Mg26","1674.125253","PKLE"
"PKLE","282","Mg26","*","PKLE"
"PKLE","283","Mg26","*","PKLE"
"PKLE","284","Mg26","1206.818967","PKLE"
"PKLE","285","Mg26","*","PKLE"
"PKLE","286","Mg26","2103.989616","PKLE"
"PKLE","287","Mg26","1762.717192","PKLE"
"PKLE","288","Mg26","*","PKLE"
"PKLE","289","Mg26","1889.749691","PKLE"
"PKLE","290","Mg26","*","PKLE"
"PKLE","292","Mg26","1366.760146","PKLE"
"PKLE","293","Mg26","1683.61058","PKLE"
"PKLE","294","Mg26","1722.193646","PKLE"
"PKLE","296","Mg26","1503.512687","PKLE"
"PKLE","297","Mg26","1637.819401","PKLE"
"PKLE","298","Mg26","*","PKLE"
"PKLE","299","Mg26","1027.978941","PKLE"
"PKLE","300","Mg26","1182.356228","PKLE"
"PKLE","301","Mg26","2292.511665","PKLE"
"PKLE","302","Mg26","1298.05961","PKLE"
"PKLE","303","Mg26","1481.179358","PKLE"
"PKLE","304","Mg26","1460.146222","PKLE"
"PKLE","305","Mg26","1540.31679","PKLE"
"PKLE","306","Mg26","1751.979192","PKLE"
"PKLE","307","Mg26","1156.387145","PKLE"
"PKLE","308","Mg26","1304.787193","PKLE"
"PKLE","310","Mg26","1535.720872","PKLE"
"PKLE","311","Mg26","1813.464436","PKLE"
"PKLE","312","Mg26","1002.990602","PKLE"
"PKLE","313","Mg26","1366.266802","PKLE"
"PKLE","314","Mg26","1743.20633","PKLE"
"PKLE","315","Mg26","1504.079252","PKLE"
"PKLE","317","Mg26","1065.326799","PKLE"
"PKLE","318","Mg26","1815.444489","PKLE"
"PKLE","319","Mg26","*","PKLE"
"PKLE","320","Mg26","1560.900186","PKLE"
"PKLE","322","Mg26","1155.959912","PKLE"
"PKLE","323","Mg26","2202.88117","PKLE"
"PKLE","324","Mg26","1250.329505","PKLE"
"PKLE","325","Mg26","1778.167795","PKLE"
"PKLE","326","Mg26","*","PKLE"
"PKLE","328","Mg26","1453.135802","PKLE"
"PKLE","330","Mg26","1899.049011","PKLE"
"PKLE","332","Mg26","1622.991666","PKLE"
"PKLE","333","Mg26","1325.828071","PKLE"
"PKLE","334","Mg26","1852.395256","PKLE"
"PKLE","335","Mg26","2212.678574","PKLE"
"PKLE","336","Mg26","1217.485611","PKLE"
"PKLE","337","Mg26","1568.834805","PKLE"
"PKLE","338","Mg26","1703.143979","PKLE"
"PKLE","339","Mg26","1083.674993","PKLE"
"PKLE","340","Mg26","1105.019574","PKLE"
"PKLE","341","Mg26","1563.50363","PKLE"
"PKLE","342","Mg26","1522.352413","PKLE"
"PKLE","343","Mg26","1299.097931","PKLE"
"PKLE","345","Mg26","1507.197282","PKLE"
"PKLE","346","Mg26","2219.240832","PKLE"
"PKLE","347","Mg26","1029.46456","PKLE"
"PKLE","349","Mg26","1757.907242","PKLE"
"PKLE","350","Mg26","1497.160206","PKLE"
"PKLE","352","Mg26","1233.467726","PKLE"
"PKLE","353","Mg26","1469.195185","PKLE"
"PKLE","354","Mg26","1306.53496","PKLE"
"PKLE","355","Mg26","*","PKLE"
"PKLE","356","Mg26","*","PKLE"
"PKLE","358","Mg26","1848.500494","PKLE"
"PKLE","359","Mg26","2029.067218","PKLE"
"PKLE","360","Mg26","1276.68928","PKLE"
"PKLE","361","Mg26","1803.078717","PKLE"
"PKLE","363","Mg26","1216.091423","PKLE"
"PKLE","364","Mg26","951.1954536","PKLE"
"PKLE","365","Mg26","1881.349879","PKLE"
"PKLE","366","Mg26","1908.981107","PKLE"
"PKLE","367","Mg26","1063.521691","PKLE"
"PKLE","368","Mg26","1355.651014","PKLE"
"PKLE","369","Mg26","1340.660517","PKLE"
"PKLE","370","Mg26","2099.202369","PKLE"
"PKLE","371","Mg26","1930.126907","PKLE"
"PKLE","372","Mg26","1650.387788","PKLE"
"PKLE","373","Mg26","1190.089659","PKLE"
"PKLE","374","Mg26","1507.487492","PKLE"
"PKLE","375","Mg26","1213.040578","PKLE"
"PKLE","377","Mg26","*","PKLE"
"PKLE","378","Mg26","1056.727469","PKLE"
"PKLE","379","Mg26","1247.02231","PKLE"
"PKLE","380","Mg26","1563.175559","PKLE"
"PKLE","381","Mg26","1412.596576","PKLE"
"PKLE","382","Mg26","2032.583202","PKLE"
"PKLE","383","Mg26","1433.904018","PKLE"
"PKLE","384","Mg26","1398.897069","PKLE"
"PKLE","386","Mg26","1335.752646","PKLE"
"PKLE","388","Mg26","1507.689508","PKLE"
"PKLE","389","Mg26","959.7788365","PKLE"
"PKLE","390","Mg26","1152.934456","PKLE"
"PKLE","391","Mg26","1454.188971","PKLE"
"PKLE","392","Mg26","1263.818604","PKLE"
"PKLE","393","Mg26","2048.597709","PKLE"
"PKLE","394","Mg26","*","PKLE"
"PKLE","395","Mg26","1440.303245","PKLE"
"PKLE","396","Mg26","1511.280036","PKLE"
"PKLE","397","Mg26","1646.017888","PKLE"
"PKLE","398","Mg26","*","PKLE"
"PKLE","399","Mg26","1888.835185","PKLE"
"PKLE","400","Mg26","2016.252415","PKLE"
"PKLE","402","Mg26","1320.735829","PKLE"
"PKLE","403","Mg26","*","PKLE"
"PKLE","404","Mg26","1826.201985","PKLE"
"PKLE","405","Mg26","1833.381424","PKLE"
"PKLE","406","Mg26","1745.834861","PKLE"
"PKLE","407","Mg26","1279.33605","PKLE"
"PKLE","408","Mg26","1541.007355","PKLE"
"PKLE","409","Mg26","1659.208795","PKLE"
"PKLE","410","Mg26","1316.884536","PKLE"
"PKLE","411","Mg26","2018.81661","PKLE"
"PKLE","412","Mg26","823.6557004","PKLE"
"PKLE","413","Mg26","1295.614178","PKLE"
"PKLE","414","Mg26","1522.491663","PKLE"
"PKLE","415","Mg26","1181.818651","PKLE"
"PKLE","416","Mg26","1635.433736","PKLE"
"PKLE","417","Mg26","1730.815983","PKLE"
"PKLE","418","Mg26","*","PKLE"
"PKLE","419","Mg26","*","PKLE"
"PKLE","420","Mg26","1474.728707","PKLE"
"PKLE","421","Mg26","*","PKLE"
"PKLE","422","Mg26","1481.613816","PKLE"
"PKLE","423","Mg26","893.9855753","PKLE"
"PKLE","424","Mg26","1635.100932","PKLE"
"PKLE","425","Mg26","1523.278798","PKLE"
"PKLE","426","Mg26","1378.846706","PKLE"
"PKLE","427","Mg26","*","PKLE"
"PKLE","428","Mg26","1261.454415","PKLE"
"PKLE","429","Mg26","1328.281254","PKLE"
"PKLE","431","Mg26","1745.542632","PKLE"
"PKLE","432","Mg26","2081.315172","PKLE"
"PKLE","433","Mg26","1377.217729","PKLE"
"PKLE","435","Mg26","1152.105366","PKLE"
"PKLE","436","Mg26","1090.012446","PKLE"
"PKLE","437","Mg26","1227.717232","PKLE"
"PKLE","438","Mg26","1986.785436","PKLE"
"PKLE","439","Mg26","1678.652603","PKLE"
"PKLE","440","Mg26","1360.075634","PKLE"
"PKLE","442","Mg26","1870.829092","PKLE"
"PKLE","443","Mg26","2272.372165","PKLE"
"PKLE","444","Mg26","1362.382079","PKLE"
"PKLE","445","Mg26","1362.656169","PKLE"
"PKLE","446","Mg26","2330.256243","PKLE"
"PKLE","447","Mg26","1227.13945","PKLE"
"PKLE","448","Mg26","1637.789304","PKLE"
"PKLE","449","Mg26","1615.617437","PKLE"
"PKLE","450","Mg26","1656.204198","PKLE"
"PKLE","451","Mg26","1911.345274","PKLE"
"PKLE","452","Mg26","1825.736756","PKLE"
"PKLE","453","Mg26","1418.27706","PKLE"
"PKLE","454","Mg26","*","PKLE"
"PKLE","455","Mg26","1221.906484","PKLE"
"PKLE","456","Mg26","1418.668167","PKLE"
"PKLE","458","Mg26","*","PKLE"
"PKLE","459","Mg26","2114.895489","PKLE"
"PKLE","460","Mg26","1440.091538","PKLE"
"PKLE","461","Mg26","1942.72322","PKLE"
"PKLE","462","Mg26","1973.451322","PKLE"
"PKLE","463","Mg26","1608.651289","PKLE"
"PKLE","464","Mg26","*","PKLE"
"PKLE","465","Mg26","1327.745762","PKLE"
"PKLE","466","Mg26","1199.2994","PKLE"
"PKLE","467","Mg26","1762.87044","PKLE"
"PKLE","468","Mg26","2065.517765","PKLE"
"PKLE","469","Mg26","1565.656659","PKLE"
"PKLE","470","Mg26","1599.829474","PKLE"
"PKLE","471","Mg26","1776.786556","PKLE"
"PKLE","472","Mg26","1439.793377","PKLE"
"PKLE","473","Mg26","1421.214127","PKLE"
"PKLE","474","Mg26","1748.68291","PKLE"
"PKLE","475","Mg26","1306.923273","PKLE"
"PKLE","476","Mg26","2028.793521","PKLE"
"PKLE","477","Mg26","2116.047255","PKLE"
"PKLE","479","Mg26","2053.863093","PKLE"
"PKLE","480","Mg26","1343.597565","PKLE"
"PKLE","482","Mg26","1818.052206","PKLE"
"PKLE","483","Mg26","1379.211579","PKLE"
"PKLE","484","Mg26","1088.981668","PKLE"
"PKLE","485","Mg26","1889.525483","PKLE"
"PKLE","486","Mg26","1376.039763","PKLE"
"PKLE","487","Mg26","1781.3915865","PKLE"
"PKLE","488","Mg26","1332.891388","PKLE"
"PKLE","489","Mg26","1848.49932","PKLE"
"PKLE","491","Mg26","2228.887441","PKLE"
"PKLE","492","Mg26","1296.681803","PKLE"
"PKLE","493","Mg26","1346.154611","PKLE"
"PKLE","494","Mg26","1329.042875","PKLE"
"PKLE","495","Mg26","1866.559492","PKLE"
"PKLE","496","Mg26","1391.281915","PKLE"
"PKLE","497","Mg26","1060.399365","PKLE"
"PKLE","498","Mg26","1842.39531","PKLE"
"PKLE","499","Mg26","1160.634867","PKLE"
"PKLE","500","Mg26","1377.193336","PKLE"
"PKLE","501","Mg26","2156.819983","PKLE"
"PKLE","502","Mg26","2099.513183","PKLE"
"PKLE","503","Mg26","1624.214473","PKLE"
"PKLE","504","Mg26","1645.87367","PKLE"
"PKLE","505","Mg26","1452.607828","PKLE"
"PKLE","506","Mg26","2195.282729","PKLE"
"PKLE","507","Mg26","1706.313641","PKLE"
"PKLE","508","Mg26","1336.968276","PKLE"
"PKLE","511","Mg26","1053.261839","PKLE"
"PKLE","512","Mg26","1595.0571","PKLE"
"PKLE","513","Mg26","2032.014436","PKLE"
"PKLE","514","Mg26","1593.284579","PKLE"
"PKLE","515","Mg26","1602.763896","PKLE"
"PKLE","516","Mg26","1952.164066","PKLE"
"PKLE","518","Mg26","1713.40899","PKLE"
"PKLE","519","Mg26","*","PKLE"
"PKLE","520","Mg26","1118.576428","PKLE"
"PKLE","521","Mg26","1511.286873","PKLE"
"PKLE","522","Mg26","1034.937771","PKLE"
"PKLE","523","Mg26","1710.631183","PKLE"
"PKLE","524","Mg26","1704.845962","PKLE"
"PKLE","525","Mg26","1239.486802","PKLE"
"PKLE","526","Mg26","1243.417685","PKLE"
"PKLE","527","Mg26","1139.145791","PKLE"
"PKLE","529","Mg26","2191.268711","PKLE"
"PKLE","530","Mg26","2081.430322","PKLE"
"PKLE","531","Mg26","1859.625106","PKLE"
"PKLE","532","Mg26","*","PKLE"
"PKLE","533","Mg26","974.9871109","PKLE"
"PKLE","534","Mg26","1179.769751","PKLE"
"PKLE","535","Mg26","933.7971643","PKLE"
"PKLE","536","Mg26","1727.126186","PKLE"
"PKLE","537","Mg26","2003.044475","PKLE"
"PKLE","539","Mg26","1714.354849","PKLE"
"PKLE","540","Mg26","1204.967249","PKLE"
"PKLE","541","Mg26","1366.963074","PKLE"
"PKLE","542","Mg26","1813.633925","PKLE"
"PKLE","544","Mg26","1508.989256","PKLE"
"PKLE","545","Mg26","1866.873409","PKLE"
"PKLE","546","Mg26","1634.617428","PKLE"
"PKLE","547","Mg26","1995.438361","PKLE"
"PKLE","548","Mg26","1700.140407","PKLE"
"PKLE","549","Mg26","1049.844826","PKLE"
"PKLE","551","Mg26","1462.696859","PKLE"
"PKLE","552","Mg26","1316.126502","PKLE"
"PKLE","553","Mg26","1770.241495","PKLE"
"PKLE","555","Mg26","2157.836788","PKLE"
"PKLE","556","Mg26","1210.210449","PKLE"
"PKLE","557","Mg26","*","PKLE"
"PKLE","558","Mg26","1173.272118","PKLE"
"PKLE","559","Mg26","1360.313377","PKLE"
"PKLE","560","Mg26","1136.901177","PKLE"
"PKLE","562","Mg26","1597.020678","PKLE"
"PKLE","563","Mg26","1353.480172","PKLE"
"PKLE","564","Mg26","1397.200723","PKLE"
"PKLE","565","Mg26","1569.229911","PKLE"
"PKLE","566","Mg26","912.5290299","PKLE"
"PKLE","567","Mg26","986.7294821","PKLE"
"PKLE","569","Mg26","1748.434347","PKLE"
"PKLE","570","Mg26","1389.01627","PKLE"
"PKLE","571","Mg26","1902.955567","PKLE"
"PKLE","572","Mg26","1928.810589","PKLE"
"PKLE","573","Mg26","1165.522452","PKLE"
"PKLE","574","Mg26","1514.029197","PKLE"
"PKLE","576","Mg26","1296.307054","PKLE"
"PKLE","577","Mg26","2045.774209","PKLE"
"PKLE","578","Mg26","1202.004749","PKLE"
"PKLE","579","Mg26","*","PKLE"
"PKLE","580","Mg26","1702.980657","PKLE"
"PKLE","581","Mg26","1512.004712","PKLE"
"PKLE","583","Mg26","1460.763274","PKLE"
"PKLE","584","Mg26","1142.582658","PKLE"
"PKLE","585","Mg26","1140.072466","PKLE"
"PKLE","586","Mg26","1708.271369","PKLE"
"PKLE","588","Mg26","*","PKLE"
"PKLE","589","Mg26","1652.690264","PKLE"
"PKLE","592","Mg26","1268.663045","PKLE"
"PKLE","593","Mg26","1436.641204","PKLE"
"PKLE","594","Mg26","1813.711875","PKLE"
"PKLE","595","Mg26","1143.937982","PKLE"
"PKLE","596","Mg26","1396.951405","PKLE"
"PKLE","597","Mg26","*","PKLE"
"PKLE","598","Mg26","1196.263924","PKLE"
"PKLE","599","Mg26","1367.119031","PKLE"
"PKLE","600","Mg26","1169.798567","PKLE"
"PKLE","601","Mg26","1658.250434","PKLE"
"PKLE","602","Mg26","1053.854803","PKLE"
"PKLE","603","Mg26","1146.620034","PKLE"
"PKLE","604","Mg26","1330.056931","PKLE"
"PKLE","605","Mg26","992.7819566","PKLE"
"PKLE","606","Mg26","1449.084143","PKLE"
"PKLE","608","Mg26","1424.509172","PKLE"
"PKLE","609","Mg26","2250.652959","PKLE"
"PKLE","610","Mg26","1258.355862","PKLE"
"PKLE","611","Mg26","1588.682921","PKLE"
"PKLE","612","Mg26","1762.684497","PKLE"
"PKLE","613","Mg26","1817.348908","PKLE"
"PKLE","614","Mg26","1727.833793","PKLE"
"PKLE","618","Mg26","1171.63585","PKLE"
"PKLE","619","Mg26","1313.945049","PKLE"
"PKLE","620","Mg26","1131.579801","PKLE"
"PKLE","621","Mg26","1495.729183","PKLE"
"PKLE","622","Mg26","1718.851933","PKLE"
"PKLE","623","Mg26","*","PKLE"
"PKLE","624","Mg26","2003.695736","PKLE"
"PKLE","625","Mg26","*","PKLE"
"PKLE","627","Mg26","*","PKLE"
"PKLE","628","Mg26","*","PKLE"
"PKLE","629","Mg26","1651.362193","PKLE"
"PKLE","630","Mg26","*","PKLE"
"PKLE","632","Mg26","958.8143168","PKLE"
"PKLE","633","Mg26","1538.438481","PKLE"
"PKLE","634","Mg26","1232.441555","PKLE"
"PKLE","635","Mg26","1901.158849","PKLE"
"PKLE","636","Mg26","1639.428312","PKLE"
"PKLE","637","Mg26","1611.180821","PKLE"
"PKLE","638","Mg26","1102.876357","PKLE"
"PKLE","639","Mg26","1191.737324","PKLE"
"PKLE","640","Mg26","1397.691001","PKLE"
"PKLE","641","Mg26","2240.363938","PKLE"
"PKLE","642","Mg26","1274.107334","PKLE"
"PKLE","643","Mg26","1304.623818","PKLE"
"PKLE","644","Mg26","826.7650935","PKLE"
"PKLE","645","Mg26","*","PKLE"
"PKLE","647","Mg26","1375.407924","PKLE"
"PKLE","648","Mg26","1081.2569865","PKLE"
"PKLE","649","Mg26","1669.029143","PKLE"
"PKLE","652","Mg26","*","PKLE"
"PKLE","654","Mg26","1291.253704","PKLE"
"PKLE","655","Mg26","1168.878564","PKLE"
"PKLE","656","Mg26","1389.78727","PKLE"
"PKLE","657","Mg26","1438.272774","PKLE"
"PKLE","658","Mg26","1991.756777","PKLE"
"PKLE","660","Mg26","1411.439627","PKLE"
"PKLE","661","Mg26","1491.182807","PKLE"
"PKLE","663","Mg26","1668.046356","PKLE"
"PKLE","664","Mg26","1007.222509","PKLE"
"PKLE","666","Mg26","1634.699204","PKLE"
"PKLE","667","Mg26","1285.910359","PKLE"
"PKLE","668","Mg26","1964.874451","PKLE"
"PKLE","669","Mg26","1292.355816","PKLE"
"PKLE","670","Mg26","1456.722347","PKLE"
"PKLE","671","Mg26","*","PKLE"
"PKLE","672","Mg26","1528.653657","PKLE"
"PKLE","673","Mg26","1409.705414","PKLE"
"PKLE","674","Mg26","1303.489426","PKLE"
"PKLE","675","Mg26","1740.426087","PKLE"
"PKLE","677","Mg26","1376.3232715","PKLE"
"PKLE","679","Mg26","1369.000874","PKLE"
"PKLE","680","Mg26","1445.746106","PKLE"
"PKLE","681","Mg26","1871.947157","PKLE"
"PKLE","682","Mg26","2186.52189","PKLE"
"PKLE","683","Mg26","1647.915665","PKLE"
"PKLE","684","Mg26","1820.164103","PKLE"
"PKLE","685","Mg26","1563.115894","PKLE"
"PKLE","686","Mg26","2152.995979","PKLE"
"PKLE","689","Mg26","1336.311744","PKLE"
"PKLE","690","Mg26","1756.605183","PKLE"
"PKLE","691","Mg26","1591.582229","PKLE"
"PKLE","692","Mg26","1554.861702","PKLE"
"PKLE","693","Mg26","1354.794122","PKLE"
"PKLE","694","Mg26","1556.856634","PKLE"
"PKLE","695","Mg26","1199.064442","PKLE"
"PKLE","696","Mg26","2097.873564","PKLE"
"PKLE","697","Mg26","1182.904208","PKLE"
"PKLE","698","Mg26","1888.754444","PKLE"
"PKLE","699","Mg26","1327.893489","PKLE"
"PKLE","700","Mg26","*","PKLE"
"PKLE","702","Mg26","1663.21013","PKLE"
"PKLE","703","Mg26","1010.653547","PKLE"
"PKLE","704","Mg26","1299.924887","PKLE"
"PKLE","705","Mg26","1230.252485","PKLE"
"PKLE","706","Mg26","1614.455763","PKLE"
"PKLE","707","Mg26","*","PKLE"
"PKLE","708","Mg26","1394.059655","PKLE"
"PKLE","710","Mg26","1648.18395","PKLE"
"PKLE","711","Mg26","1557.669343","PKLE"
"PKLE","712","Mg26","1462.466882","PKLE"
"PKLE","713","Mg26","1637.20471","PKLE"
"PKLE","714","Mg26","1461.950261","PKLE"
"PKLE","715","Mg26","1814.502673","PKLE"
"PKLE","716","Mg26","1467.283828","PKLE"
"PKLE","718","Mg26","1215.583997","PKLE"
"PKLE","719","Mg26","2086.576186","PKLE"
"PKLE","720","Mg26","1185.862965","PKLE"
"PKLE","721","Mg26","2238.218188","PKLE"
"PKLE","722","Mg26","2026.285954","PKLE"
"PKLE","723","Mg26","1057.78548","PKLE"
"PKLE","724","Mg26","*","PKLE"
"PKLE","725","Mg26","1730.730552","PKLE"
"PKLE","726","Mg26","1147.891285","PKLE"
"PKLE","729","Mg26","1239.898327","PKLE"
"PKLE","730","Mg26","2068.31817","PKLE"
"PKLE","731","Mg26","1735.953585","PKLE"
"PKLE","732","Mg26","2159.254194","PKLE"
"PKLE","733","Mg26","1626.575672","PKLE"
"PKLE","734","Mg26","1437.866947","PKLE"
"PKLE","735","Mg26","1343.624202","PKLE"
"PKLE","736","Mg26","1197.019266","PKLE"
"PKLE","737","Mg26","1758.044693","PKLE"
"PKLE","738","Mg26","1932.45902","PKLE"
"PKLE","739","Mg26","1224.392889","PKLE"
"PKLE","740","Mg26","1511.937208","PKLE"
"PKLE","742","Mg26","1860.077359","PKLE"
"PKLE","743","Mg26","*","PKLE"
"PKLE","744","Mg26","*","PKLE"
"PKLE","745","Mg26","1121.896351","PKLE"
"PKLE","746","Mg26","1241.771319","PKLE"
"PKLE","748","Mg26","986.0480074","PKLE"
"PKLE","749","Mg26","1741.478668","PKLE"
"PKLE","750","Mg26","1167.755967","PKLE"
"PKLE","751","Mg26","943.7127078","PKLE"
"PKLE","752","Mg26","1603.303744","PKLE"
"PKLE","753","Mg26","1439.139657","PKLE"
"PKLE","755","Mg26","852.5081622","PKLE"
"PKLE","756","Mg26","926.988911","PKLE"
"PKLE","757","Mg26","1592.909388","PKLE"
"PKLE","758","Mg26","1847.449607","PKLE"
"PKLE","759","Mg26","1741.878606","PKLE"
"PKLE","760","Mg26","*","PKLE"
"PKLE","761","Mg26","1390.601032","PKLE"
"PKLE","762","Mg26","1346.926063","PKLE"
"PKLE","763","Mg26","*","PKLE"
"PKLE","764","Mg26","1420.314748","PKLE"
"PKLE","765","Mg26","1728.994603","PKLE"
"PKLE","766","Mg26","1951.664841","PKLE"
"PKLE","767","Mg26","1302.086959","PKLE"
"PKLE","768","Mg26","1265.173006","PKLE"
"PKLE","769","Mg26","2263.487035","PKLE"
"PKLE","770","Mg26","1414.384625","PKLE"
"PKLE","771","Mg26","1430.078862","PKLE"
"PKLE","772","Mg26","1346.551418","PKLE"
"PKLE","773","Mg26","1755.201646","PKLE"
"PKLE","774","Mg26","1523.740728","PKLE"
"PKLE","775","Mg26","2121.066906","PKLE"
"PKLE","776","Mg26","1137.875358","PKLE"
"PKLE","777","Mg26","1199.182621","PKLE"
"PKLE","778","Mg26","2032.305309","PKLE"
"PKLE","779","Mg26","1777.057898","PKLE"
"PKLE","780","Mg26","1585.005483","PKLE"
"PKLE","781","Mg26","1306.763553","PKLE"
"PKLE","782","Mg26","1235.641669","PKLE"
"PKLE","783","Mg26","1223.103018","PKLE"
"PKLE","784","Mg26","1526.331587","PKLE"
"PKLE","785","Mg26","1395.699531","PKLE"
"PKLE","786","Mg26","1672.728844","PKLE"
"PKLE","787","Mg26","*","PKLE"
"PKLE","788","Mg26","1251.958149","PKLE"
"PKLE","789","Mg26","1944.811615","PKLE"
"PKLE","790","Mg26","1444.804687","PKLE"
"PKLE","792","Mg26","1117.892479","PKLE"
"PKLE","794","Mg26","1654.719968","PKLE"
"PKLE","795","Mg26","1177.099562","PKLE"
"PKLE","796","Mg26","2048.742301","PKLE"
"PKLE","797","Mg26","1153.944657","PKLE"
"PKLE","799","Mg26","1198.117123","PKLE"
"PKLE","800","Mg26","1335.284467","PKLE"
"PKLE","801","Mg26","1594.270287","PKLE"
"PKLE","802","Mg26","1388.430326","PKLE"
"PKLE","803","Mg26","1410.62551","PKLE"
"PKLE","804","Mg26","1517.891225","PKLE"
"PKLE","805","Mg26","2002.856595","PKLE"
"PKLE","806","Mg26","1533.137047","PKLE"
"PKLE","808","Mg26","1612.875183","PKLE"
"PKLE","809","Mg26","1565.202601","PKLE"
"PKLE","810","Mg26","2024.318856","PKLE"
"PKLE","811","Mg26","884.8052347","PKLE"
"PKLE","812","Mg26","*","PKLE"
"PKLE","813","Mg26","1297.773491","PKLE"
"PKLE","814","Mg26","1022.113928","PKLE"
"PKLE","815","Mg26","1964.741749","PKLE"
"PKLE","816","Mg26","1823.943212","PKLE"
"PKLE","817","Mg26","*","PKLE"
"PKLE","818","Mg26","1354.331073","PKLE"
"PKLE","819","Mg26","*","PKLE"
"PKLE","820","Mg26","*","PKLE"
"PKLE","821","Mg26","951.2457302","PKLE"
"PKLE","822","Mg26","1950.546038","PKLE"
"PKLE","823","Mg26","*","PKLE"
"PKLE","824","Mg26","1348.375816","PKLE"
"PKLE","825","Mg26","1379.932448","PKLE"
