"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG124600","","","","LOC_Os07g12160","KHG/KDPG aldolase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG130900","AT5G49690","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g10190","glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG131000","AT5G49690","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g10190","glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG132300","AT5G49690","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g10190","glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG240200","AT4G11410","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os09g39670","oxidoreductase, short chain dehydrogenase/reductase family domain containing family, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG276200","AT3G07020","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g23740","sterol 3-beta-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG284500","AT5G49690","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g10240","anthocyanidin 3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG631700","AT3G55700","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13810","cytokinin-N-glucosyltransferase 1, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG631800","AT3G11340","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13634","cytokinin-N-glucosyltransferase 1, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG631900","AT3G11340","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13770","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG632218","AT3G55700","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13770","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG633254","AT3G55700","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13770","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG633772","AT3G55700","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13634","cytokinin-N-glucosyltransferase 1, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG279100","AT3G18000","NMT1,PEAMT,XPL1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","LOC_Os05g47540","CPuORF26 - conserved peptide uORF-containing transcript, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG289400","AT4G15480","UGT84A1","UDP-Glycosyltransferase superfamily protein","LOC_Os05g47950","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG331100","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os05g45180","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG331200","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os05g45180","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG331500","AT4G01070","GT72B1,UGT72B1","UDP-Glycosyltransferase superfamily protein","LOC_Os01g64910","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG331900","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os05g45100","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG332000","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os05g45080","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG366700","AT3G18850","LPAT5","lysophosphatidyl acyltransferase 5","LOC_Os05g42270","acyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG369500","AT2G15480","UGT73B5","UDP-glucosyl transferase 73B5","LOC_Os05g42060","UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG141500","AT1G22360","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os04g37820","cytokinin-O-glucosyltransferase 2, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG141555","AT1G22360","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os04g37820","cytokinin-O-glucosyltransferase 2, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG180310","AT3G48700","ATCXE13,CXE13","carboxyesterase 13","LOC_Os04g37680","alpha/beta hydrolase fold, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG182155","AT1G22360","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os04g37820","cytokinin-O-glucosyltransferase 2, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG206300","AT2G15490","UGT73B4","UDP-glycosyltransferase 73B4","LOC_Os04g47770","cis-zeatin O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG207000","AT3G01660","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","LOC_Os04g40530","methyltransferase domain containing protein, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG210400","AT1G67730","ATKCR1,KCR1,YBR159","beta-ketoacyl reductase 1","LOC_Os04g40730","oxidoreductase, short chain dehydrogenase/reductase family, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG210700","AT1G67730","ATKCR1,KCR1,YBR159","beta-ketoacyl reductase 1","LOC_Os04g40730","oxidoreductase, short chain dehydrogenase/reductase family, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG223600","AT3G59710","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os02g39490","carbonyl reductase 3, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG233400","AT5G12890","","UDP-Glycosyltransferase superfamily protein","LOC_Os04g42690","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG235000","AT5G54140","ILL3","IAA-leucine-resistant (ILR1)-like 3","LOC_Os04g44110","hydrolase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG253400","AT2G36780","","UDP-Glycosyltransferase superfamily protein","LOC_Os04g44240","cytokinin-O-glucosyltransferase 3, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG253600","AT3G53160","UGT73C7","UDP-glucosyl transferase 73C7","LOC_Os04g44250","cytokinin-O-glucosyltransferase 3, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG253700","AT3G53150","UGT73D1","UDP-glucosyl transferase 73D1","LOC_Os04g44250","cytokinin-O-glucosyltransferase 3, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG255200","AT3G22250","","UDP-Glycosyltransferase superfamily protein","LOC_Os04g44354","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG263100","AT1G01800","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os04g44980","short-chain dehydrogenase/reductase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG263200","AT3G61220","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os04g44980","short-chain dehydrogenase/reductase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG263500","AT3G61220","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os04g44950","short-chain dehydrogenase/reductase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG263600","AT1G01800","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os04g44950","short-chain dehydrogenase/reductase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG263800","AT1G01800","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os04g45000","short-chain dehydrogenase/reductase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG284900","AT3G50740","UGT72E1","UDP-glucosyl transferase 72E1","LOC_Os04g46980","cis-zeatin O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG285000","AT2G15490","UGT73B4","UDP-glycosyltransferase 73B4","LOC_Os04g47720","cis-zeatin O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG285100","AT3G50740","UGT72E1","UDP-glucosyl transferase 72E1","LOC_Os04g47770","cis-zeatin O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG285200","AT3G46660","UGT76E12","UDP-glucosyl transferase 76E12","LOC_Os04g47770","cis-zeatin O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG285300","AT4G01070","GT72B1,UGT72B1","UDP-Glycosyltransferase superfamily protein","LOC_Os04g47720","cis-zeatin O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG285400","AT2G15490","UGT73B4","UDP-glycosyltransferase 73B4","LOC_Os04g46980","cis-zeatin O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG288901","AT3G50740","UGT72E1","UDP-glucosyl transferase 72E1","LOC_Os04g47770","cis-zeatin O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG290100","AT2G29730","UGT71D1","UDP-glucosyl transferase 71D1","LOC_Os04g47770","cis-zeatin O-glucosyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG308500","AT2G45440","DHDPS2","dihydrodipicolinate synthase","LOC_Os04g18200","dihydrodipicolinate synthase, chloroplast precursor, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG319200","AT1G32060","PRK","phosphoribulokinase","LOC_Os02g47020","phosphoribulokinase/Uridine kinase family protein, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG338800","AT2G35020","GlcNAc1pUT2","N-acetylglucosamine-1-phosphate uridylyltransferase 2","LOC_Os04g52370","UTP--glucose-1-phosphate uridylyltransferase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG350400","","","","LOC_Os04g53300","polyphenol oxidase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG122900","AT3G14490","","Terpenoid cyclases/Protein prenyltransferases superfamily protein","LOC_Os08g04500","terpene synthase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG123021","AT4G16730","TPS02","terpene synthase 02","LOC_Os08g04500","terpene synthase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG291500","AT5G53460","GLT1","NADH-dependent glutamate synthase 1","LOC_Os05g48200","glutamate synthase, chloroplast precursor, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","3K@36.09","Pavir.3KG321624","AT5G62530","ALDH12A1,ATP5CDH,P5CDH","aldehyde dehydrogenase 12A1","LOC_Os12g40440","expressed protein"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG193200","AT3G48170","ALDH10A9","aldehyde dehydrogenase 10A9","LOC_Os04g39020","aldehyde dehydrogenase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG268800","AT4G36250","ALDH3F1","aldehyde dehydrogenase 3F1","LOC_Os04g45720","aldehyde dehydrogenase, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","7K@21.97","Pavir.7KG337500","AT1G79460","ATKS,ATKS1,GA2,KS,KS1","Terpenoid cyclases/Protein prenyltransferases superfamily protein","LOC_Os04g52230","ent-kaurene synthase, chloroplast precursor, putative, expressed"
"Zn66","GO:0008152","metabolic process","biological_process","2N@31.96","Pavir.2NG122903","AT4G16730","TPS02","terpene synthase 02","LOC_Os08g04500","terpene synthase, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","2N@31.96","Pavir.2NG100300","AT4G27950","CRF4","cytokinin response factor 4","LOC_Os02g54160","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","2N@31.96","Pavir.2NG102600","AT2G28550","RAP2.7,TOE1","related to AP2.7","LOC_Os07g13170","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","2N@31.96","Pavir.2NG104403","AT2G46310","CRF5","cytokinin response factor 5","LOC_Os03g60120","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","2N@31.96","Pavir.2NG285800","AT2G31230","ATERF15,ERF15","ethylene-responsive element binding factor 15","LOC_Os07g22770","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG280900","AT1G25560","EDF1,TEM1","AP2/B3 transcription factor family protein","LOC_Os05g47650","B3 DNA binding domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG321678","AT3G54320","ASML1,ATWRI1,WRI,WRI1","Integrase-type DNA-binding superfamily protein","LOC_Os05g45954","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG372000","AT5G44210","ATERF-9,ATERF9,ERF9","erf domain protein 9","LOC_Os05g41780","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG372400","AT1G28360","ATERF12,ERF12","ERF domain protein 12","LOC_Os05g41760","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG188900","AT5G47230","ATERF-5,ATERF5,ERF5","ethylene responsive element binding factor 5","LOC_Os04g46250","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG258100","AT2G20880","","Integrase-type DNA-binding superfamily protein","LOC_Os04g44670","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG275000","AT4G17500","ATERF-1,ERF-1","ethylene responsive element binding factor 1","LOC_Os04g46220","ethylene-responsive transcription factor, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG275600","AT5G47230","ATERF-5,ATERF5,ERF5","ethylene responsive element binding factor 5","LOC_Os04g46250","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG275700","AT5G47230","ATERF-5,ATERF5,ERF5","ethylene responsive element binding factor 5","LOC_Os04g46250","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG278000","AT2G44940","","Integrase-type DNA-binding superfamily protein","LOC_Os04g46400","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG278100","AT2G44940","","Integrase-type DNA-binding superfamily protein","LOC_Os04g46410","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG278200","AT2G44940","","Integrase-type DNA-binding superfamily protein","LOC_Os04g46440","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG292200","AT5G52020","","Integrase-type DNA-binding superfamily protein","LOC_Os02g45420","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG292300","AT5G52020","","Integrase-type DNA-binding superfamily protein","LOC_Os02g45420","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG292400","AT4G25480","ATCBF3,CBF3,DREB1A","dehydration response element B1A","LOC_Os04g48350","dehydration-responsive element-binding protein, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG343600","AT3G15210","ATERF-4,ATERF4,ERF4,RAP2.5","ethylene responsive element binding factor 4","LOC_Os04g52090","AP2 domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","2N@31.96","Pavir.2NG126700","AT4G36730","GBF1","G-box binding factor 1","LOC_Os07g10890","transcription factor, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","2N@31.96","Pavir.2NG267503","AT2G40740","ATWRKY55,WRKY55","WRKY DNA-binding protein 55","LOC_Os07g27670","WRKY115, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG236900","AT3G12250","BZIP45,TGA6","TGACG motif-binding factor 6","LOC_Os01g59350","transcription factor, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG321570","AT5G64810","ATWRKY51,WRKY51","WRKY DNA-binding protein 51","LOC_Os05g46020","WRKY7, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG330800","AT5G41570","ATWRKY24,WRKY24","WRKY DNA-binding protein 24","LOC_Os01g53260","WRKY23, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG376354","AT3G56850","AREB3,DPBF3","ABA-responsive element binding protein 3","LOC_Os05g41070","bZIP transcription factor, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG377731","AT5G01900","ATWRKY62,WRKY62","WRKY DNA-binding protein 62","LOC_Os05g40080","WRKY54, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG377758","AT3G56400","ATWRKY70,WRKY70","WRKY DNA-binding protein 70","LOC_Os05g40080","WRKY54, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG377785","AT4G11070","AtWRKY41,WRKY41","WRKY family transcription factor","LOC_Os05g40070","WRKY84, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG377812","AT3G56400","ATWRKY70,WRKY70","WRKY DNA-binding protein 70","LOC_Os05g40080","WRKY54, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG377839","AT4G11070","AtWRKY41,WRKY41","WRKY family transcription factor","LOC_Os05g40070","WRKY84, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG377866","AT3G56400","ATWRKY70,WRKY70","WRKY DNA-binding protein 70","LOC_Os05g40080","WRKY54, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG483200","AT2G38470","ATWRKY33,WRKY33","WRKY DNA-binding protein 33","LOC_Os05g39720","WRKY70, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG184900","AT1G80590","ATWRKY66,WRKY66","WRKY DNA-binding protein 66","LOC_Os01g60520","WRKY116, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG201655","AT5G56270","ATWRKY2,WRKY2","WRKY DNA-binding protein 2","LOC_Os04g39570","WRKY35, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG212600","AT1G13450","","Homeodomain-like superfamily protein","LOC_Os04g40930","MYB family transcription factor, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG223200","AT2G31370","","Basic-leucine zipper (bZIP) transcription factor family protein","LOC_Os04g41820","transcription factor RF2a, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG269700","AT2G46680","ATHB-7,ATHB7,HB-7","homeobox 7","LOC_Os04g45810","homeobox associated leucine zipper, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG273100","AT2G44745","","WRKY family transcription factor","LOC_Os04g46060","WRKY36, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG277200","AT4G16780","ATHB-2,ATHB2,HAT4,HB-2","homeobox protein 2","LOC_Os04g46350","homeobox associated leucine zipper, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG319400","AT1G30650","AR411,ATWRKY14,WRKY14","WRKY DNA-binding protein 14","LOC_Os04g50920","WRKY37, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG328800","AT2G38250","","Homeodomain-like superfamily protein","LOC_Os04g51320","transcription factor TF2, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG339400","AT5G23260","ABS,AGL32,TT16","K-box region and MADS-box transcription factor family protein ","LOC_Os04g52410","OsMADS31 - MADS-box family gene with MIKCc type-box, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG346400","AT4G31550","ATWRKY11,WRKY11","WRKY DNA-binding protein 11","LOC_Os04g51560","WRKY68, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG329000","AT4G18880","AT-HSFA4A,HSF A4A","heat shock transcription factor  A4A","LOC_Os05g45410","HSF-type DNA-binding domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","3K@36.09","Pavir.3KG340600","AT5G25830","GATA12","GATA transcription factor 12","LOC_Os05g44400","GATA zinc finger domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG219200","AT4G17570","GATA26","GATA transcription factor 26","LOC_Os04g46020","GATA zinc finger domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG268200","AT5G66320","GATA5","GATA transcription factor 5","LOC_Os04g45650","expressed protein"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG272800","AT4G17570","GATA26","GATA transcription factor 26","LOC_Os04g46020","GATA zinc finger domain containing protein, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG302606","AT5G62020","AT-HSFB2A,HSFB2A","heat shock transcription factor  B2A","LOC_Os04g48030","heat stress transcription factor B-1, putative, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG189930","AT3G57230","AGL16","AGAMOUS-like 16","LOC_Os02g36924","OsMADS27 - MADS-box family gene with MIKCc type-box, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG190300","AT3G57230","AGL16","AGAMOUS-like 16","LOC_Os02g36924","OsMADS27 - MADS-box family gene with MIKCc type-box, expressed"
"Zn66","GO:0003700","DNA-binding transcription factor activity","molecular_function","7K@21.97","Pavir.7KG313000","AT2G45650","AGL6","AGAMOUS-like 6","LOC_Os04g49150","OsMADS17 - MADS-box family gene with MIKCc type-box, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","2N@31.96","Pavir.2NG126900","AT4G36790","","Major facilitator superfamily protein","LOC_Os07g10820","transporter-related, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","2N@31.96","Pavir.2NG240203","AT4G00370","ANTR2,PHT4;4","Major facilitator superfamily protein","LOC_Os09g39680","transporter, major facilitator family, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","2N@31.96","Pavir.2NG261100","AT4G16480","ATINT4,INT4","inositol transporter 4","LOC_Os04g43210","transporter family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","2N@31.96","Pavir.2NG270500","AT4G25450","ATNAP8,NAP8","non-intrinsic ABC protein 8","LOC_Os07g28090","ABC transporter, ATP-binding protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","2N@31.96","Pavir.2NG278400","AT5G43360","ATPT4,PHT1;3,PHT3","phosphate transporter 1;3","LOC_Os03g05610","inorganic phosphate transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","2N@31.96","Pavir.2NG389503","AT1G05300","ZIP5","zinc transporter 5 precursor","LOC_Os07g12890","metal cation transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG278827","AT3G62150","PGP21","P-glycoprotein 21","LOC_Os05g47500","MDR-like ABC transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG290300","AT1G71140","","MATE efflux family protein","LOC_Os05g48040","MATE efflux family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG319827","AT1G02520","PGP11","P-glycoprotein 11","LOC_Os01g50160","MDR-like ABC transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG323900","AT3G01280","ATVDAC1,VDAC1","voltage dependent anion channel 1","LOC_Os05g45950","outer mitochondrial membrane porin, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG367100","AT5G54250","ATCNGC4,CNGC4,DND2,HLM1","cyclic nucleotide-gated cation channel 4","LOC_Os05g42250","cyclic nucleotide-gated ion channel 2, putative, expressed"
