"SITE","LINE","B","Na","Mg","Al","P","K","Ca","Mn","Fe","Co","Cu","Zn","As","Se","Rb","Sr","Mo","Cd"
"TX","555",5.08875783,66.04719567,2157.836788,43.34598127,363.1185731,NA,2590.567838,28.40070447,38.48047434,0.077965445,3.59642013,9.861047532,0.00888136,0.048184232,3.328980801,5.815837736,0.018597046,0.001505829
"TX","556",6.101555686,45.1948735,1210.210449,62.3986747,514.9766037,82462.51884,2649.786738,30.25654151,47.31476753,0.059489583,5.194810981,27.49628012,0.013400429,0.046334617,1.95287057,6.794925366,NA,0.001836318
"TX","558",3.045846625,117.8017321,1173.272118,49.16685256,351.05499,51481.78912,2901.608343,20.37137831,41.44866598,0.031265158,5.779565015,15.68142364,0.007021749,0.030856134,1.028242419,7.570184791,NA,0.001767896
"TX","559",3.543562387,61.49336363,1360.313377,37.55026418,421.5801813,80602.93742,2595.33038,24.63952907,25.22805558,0.064047423,4.313828164,14.37018522,0.00630087,0.04256324,2.682479288,5.765620725,0.017459577,0.005019444
"TX","56",3.970391586,53.02467059,1634.545418,73.71211381,362.5477894,60043.88098,3559.478891,16.21976803,44.13617769,0.059459459,6.048079488,19.30225916,0.00670645,0.04276867,1.519855507,8.348404369,0.058378996,0.002751248
"TX","560",4.210911454,27.85011252,1136.901177,74.94425094,304.0525578,67951.31934,5149.62052,27.2438201,38.93128208,0.069514849,3.884868406,16.3391765,0.008488855,0.045239391,0.877994359,11.53011924,0.06711064,0.003678711
"TX","562",6.444198703,183.8802411,1597.020678,73.36153006,388.4326604,75044.02678,2541.837855,24.49470778,51.91706616,0.061619925,5.72064484,19.59978089,0.01198889,0.056035441,2.108710597,7.828152481,0.089184002,0.003566453
"TX","563",4.663290659,32.8866041,1353.480172,69.96674269,396.546596,74082.18518,4199.814001,35.82427609,45.18161762,NA,6.395601003,29.07502428,0.008056178,0.032662083,0.924083585,8.72012268,0.063300074,0.004675544
"TX","564",5.406400933,NA,1397.200723,50.80786658,340.3373991,41372.5619,3259.451423,34.75703399,39.5866914,0.102512902,6.185480886,49.23590301,0.009803632,0.055229537,1.363768044,8.962712378,0.041681232,0.002682897
"TX","565",5.515131834,58.38484409,1569.229911,40.75016248,288.9296858,38749.86283,3638.319394,18.69081412,41.17926413,0.113489193,2.516060729,NA,0.010559249,0.012504839,0.97012361,6.018522065,0.041823538,0.004979492
"TX","566",7.08542935,60.35683578,912.5290299,99.83184025,472.8696308,99276.7677,5218.730653,39.25864004,59.73296973,0.109902777,6.340891301,31.50647033,0.010382272,0.066338321,1.881725995,11.81736127,0.058951731,0.002070502
"TX","567",3.236479828,22.464102,986.7294821,69.71995003,437.874965,59634.50589,3252.989022,21.21981099,38.14602658,0.0518988,3.471364488,NA,0.007754715,0.02355768,1.583978343,7.182511473,0.034001725,0.001686517
"TX","569",4.542495271,33.65029363,1748.434347,48.410034,425.4908817,52533.63269,3972.365707,20.23987872,38.529059,0.047401658,7.913843789,25.17634034,0.012597011,0.036470683,2.148123015,11.511281,0.118119875,0.002631246
"TX","570",5.989023486,66.73437695,1389.01627,53.09966603,521.407941,64198.63811,4392.567839,NA,34.95096241,0.077220407,5.371840658,45.81049331,0.009739239,0.05659331,0.746431758,9.314887972,0.076735324,0.004930382
"TX","571",5.26787703,164.8378169,1902.955567,80.59724546,384.0563933,46880.19595,3496.389647,20.58697304,55.07815714,0.097779831,5.816621467,NA,0.010233802,0.067754102,2.191442895,5.9202746,0.059367671,0.001880298
"TX","572",5.383842154,124.5165354,1928.810589,97.88460008,460.6394368,43263.75834,3906.118759,28.98836263,46.65389409,0.043445826,4.164273309,13.81683253,0.010277101,0.073695072,1.799056464,9.254318517,0.029868065,0.004234581
"TX","573",8.172000622,72.47333047,1165.522452,67.2951235,468.7399896,110923.6195,4243.575996,26.02884662,44.15639338,0.073853317,4.616633923,20.05028074,0.008595016,0.031458209,2.606708873,9.561121379,0.05415403,0.001570499
"TX","574",3.568752661,23.47739108,1514.029197,60.56752089,316.8335763,46439.68376,3586.075034,31.20490878,39.84904303,0.062048859,5.016014918,15.47756571,0.006528867,0.046370512,1.44670641,8.839434946,0.045782323,0.001353544
"TX","576",6.229559987,NA,1296.307054,65.79137226,386.7898214,63688.47807,3280.328235,22.316031,71.9720985,0.07355347,4.896272543,13.31340689,0.012475432,0.040856064,2.015754662,6.250849176,0.093177961,0.00323042
"TX","577",7.316643887,91.87232502,2045.774209,70.99473933,551.0169646,79878.15107,4134.875911,25.28707548,50.65119115,0.081300589,4.545539605,20.74278127,0.0101754,0.042515408,3.172291446,8.876467601,0.041347088,0.001930632
"TX","578",3.645908949,27.40768038,1202.004749,45.62730832,305.9694526,74700.78264,2749.682778,21.77564568,37.88553234,0.046390369,4.136140233,14.36421086,0.009671057,0.023956326,1.528958576,6.635163254,0.038449704,0.006004232
"TX","58",3.653528335,69.02667635,1498.814138,34.33510716,421.7184222,119947.4537,3358.182855,24.85187119,30.03338534,0.06429909,4.004163151,NA,0.004584257,0.050040707,2.670695478,8.353739836,0.03335779,0.0013177
"TX","580",6.114518643,51.32398496,1702.980657,50.76277707,363.6551106,57925.53279,2808.293678,35.87102341,40.67926099,0.051860951,NA,19.58799698,0.011814464,0.049324476,1.077706639,7.494199859,NA,0.002135443
"TX","581",4.377969049,16.33129212,1512.004712,63.82278026,333.3179321,29174.51841,5077.33636,36.19522236,44.12159675,0.065523527,5.468378727,15.74021104,0.00951751,0.054451128,0.403168495,11.24683848,0.054641622,0.003574274
"TX","583",6.170127923,58.36598258,1460.763274,51.86673713,426.5304107,76207.59015,3583.761023,22.55041941,38.03776207,0.073471711,4.362577291,11.91287403,0.009966834,0.083498742,1.874545036,7.972978666,0.031945221,0.001868318
"TX","584",4.697777817,101.2694273,1142.582658,36.5967994,266.9144359,47559.57039,2674.106749,25.74571032,35.86364571,0.081443375,6.106123572,53.21393663,0.007823037,0.046480233,1.518069212,7.325128834,0.052023075,0.00096445
"TX","585",5.290621972,33.07553124,1140.072466,55.431225,530.0164861,50218.85041,3455.638722,29.31473338,44.41912488,0.038748466,4.064287389,15.20332233,0.007638423,0.047937928,0.951355732,8.04683731,0.03685935,0.000976099
"TX","586",6.220111602,96.10111828,1708.271369,55.07873901,428.8313953,54541.86834,4277.278255,29.3756516,43.74076074,0.068631499,5.54648127,17.34271481,0.008546155,0.027942176,0.665752339,9.583825916,0.123876196,0.002050592
"TX","589",4.682437126,53.86559974,1652.690264,60.02745746,390.345536,41843.4477,2891.100081,44.63302952,44.71607965,0.082074617,8.026130831,20.19174852,0.010641207,0.094769322,1.3318578,8.422465868,0.047065402,0.002501714
"TX","592",6.40197386,21.93728403,1268.663045,52.10473197,388.9149902,47764.3659,4690.627423,32.30394275,37.00440775,0.057098165,4.439008068,22.17894244,0.008865963,0.065389208,1.337428702,9.168451506,0.059443707,0.003420383
"TX","593",6.458976147,67.44128057,1436.641204,NA,405.8867637,53424.91553,4169.002984,30.89915793,59.18876819,0.051518824,4.540561763,27.81366737,0.015585365,0.02888586,2.043749931,10.17001324,0.04241894,0.00195136
"TX","594",6.11600406,101.3318151,1813.711875,43.02852643,373.0010087,31040.35653,3921.316436,38.35037882,30.48212953,NA,3.387196561,22.13482634,0.010547652,0.03377284,1.550725308,9.564496281,0.02781917,0.003873823
"TX","595",4.186477694,29.42782165,1143.937982,52.75693377,325.739072,33850.47244,3669.562369,22.11467486,51.71774675,NA,8.210058269,19.40146391,0.011274645,0.017349781,0.883471031,7.462758013,0.044064446,0.002849866
"TX","596",4.362937004,101.7105459,1396.951405,53.19981883,280.6573523,40729.73756,2584.073427,24.45969349,66.72504585,0.05235465,5.039453862,10.26721197,0.012663256,0.044095096,1.230503432,7.798072451,0.064705965,0.003622623
"TX","598",4.062965481,45.52488257,1196.263924,39.36044849,261.4629792,55961.47091,2186.263478,18.27714619,37.69911866,0.03211317,3.464673638,13.71832471,0.007013813,0.0607681,0.894345821,6.214752533,0.027936454,0.002419276
"TX","599",4.9436276805,61.736107865,1367.119031,86.597797975,379.20076605,41084.76089,4026.1250865,22.217274845,41.59446561,0.051396451,3.9077485415,12.564601575,0.009743869,0.050306153,0.918999259,8.8321907525,0.0370099375,0.0027346115
"TX","600",2.9282183785,37.30930701,1169.798567,36.80055043,324.6863467,64457.24105,2896.1348995,25.60747621,31.14699363,0.040452193,5.3805783635,17.38274877,0.006247265,0.0229663765,1.0772168105,6.676322218,0.028306593,0.001697653
"TX","601",4.406398571,35.5664986,1658.250434,115.9348546,589.1365223,121613.4067,2493.715197,13.22070814,55.31669823,0.104558255,7.97831102,38.10466614,0.008255854,0.036745288,NA,5.661627164,NA,0.001446847
"TX","602",5.461868718,40.24017921,1053.854803,54.77046236,324.1146238,122032.1506,3090.780528,29.68367526,30.7712281,0.053596939,5.756251481,19.74943605,0.004580045,0.03530124,2.20481294,8.29959366,0.076382155,0.002099933
"TX","603",6.107275478,28.5078378,1146.620034,67.91724641,566.3647757,79004.52677,2922.143507,31.99686174,61.63971129,0.067147232,5.968330512,16.9914111,0.010072622,0.061210769,0.770677753,7.010009961,NA,0.003527758
"TX","604",5.0800548,61.10056979,1330.056931,49.61451032,346.3898213,42608.46081,3137.230842,25.09533045,42.86654191,0.097058053,6.443015193,21.27854488,0.012494801,0.068901354,1.767298399,5.626107884,NA,0.002710195
"TX","605",4.769063662,48.78140951,992.7819566,42.99263804,476.7799622,116157.0812,3368.353873,17.99705744,29.94141947,0.03975486,2.929474814,8.844495591,0.006513629,0.089559823,2.961872769,8.166233063,0.019888176,0.002012573
"TX","606",6.424109568,NA,1449.084143,72.75590903,325.1298342,58577.61416,2684.621515,24.70037054,41.71730444,0.067462036,8.525475683,22.84840258,0.014401238,0.052041859,1.188249882,7.26893993,0.115851389,0.002601325
"TX","608",6.793631908,66.81266069,1424.509172,40.93271716,326.719116,70923.35576,3518.971047,18.93358656,38.50095767,0.044265331,3.397449244,16.14480015,0.008421881,NA,0.622882016,11.4206709,0.02492436,0.001065949
"TX","609",4.752411933,74.009691,2250.652959,42.05855166,358.2551193,50296.2351,4512.623058,27.15049726,34.43118226,0.0802755,3.295629585,NA,0.017307342,0.040017272,1.351863633,8.003683853,0.038595561,0.003391264
"TX","61",5.002912142,142.4047633,1514.443066,37.70992878,362.394679,42983.45947,2983.416901,20.9200718,25.41695687,0.034119369,4.207062824,5.951349928,0.008450011,0.023616723,1.589168691,8.824537188,0.02470794,0.0020793
"TX","610",5.047448707,54.89793897,1258.355862,41.75963653,303.0051691,89481.23868,3280.674969,30.50078381,35.99113973,0.043888293,2.890249722,5.720170253,0.008799635,0.040519706,1.619248934,8.326545928,0.038629153,0.00265426
"TX","611",5.011780653,88.58052077,1588.682921,48.60631696,424.7191758,48536.14692,5239.216777,28.97935246,43.23483772,0.080661843,5.253882296,NA,0.016676047,0.102433079,2.132693663,9.424621541,NA,NA
"TX","612",5.404456386,111.9915753,1762.684497,65.02590768,594.0316969,49489.33501,3846.254358,29.97750572,57.67378614,0.069929053,7.117374825,14.20489964,0.009340875,0.031104558,2.455106263,8.183363277,0.070325964,0.002586811
"TX","613",4.344975368,104.3628568,1817.348908,NA,401.7992481,71357.55342,3993.337843,29.34706597,57.79947515,0.037204945,3.12335701,19.3325117,0.015567426,0.035064227,2.78094192,9.048175319,0.026456168,0.004723089
"TX","614",4.401491343,72.20226076,1727.833793,NA,472.5577802,69125.36011,3289.636762,21.61071048,58.09573034,0.039941204,5.338423395,16.37824018,NA,0.04267712,2.389075402,7.697190054,0.062672041,0.002144291
"TX","618",8.190147987,54.92181896,1171.63585,49.96362341,337.0888506,34623.5672,3727.914413,18.79525404,38.84610138,0.063127099,4.118876454,9.006398529,0.012489298,0.038492876,1.176741368,8.295171769,0.058825348,0.002805649
"TX","619",6.074274019,66.71184376,1313.945049,67.51062918,445.5725249,32098.61311,4614.781491,22.05862723,55.59703031,0.063182757,3.642760349,12.88425369,0.010556977,0.048665829,1.020202104,8.492499723,0.055730093,0.001741983
"TX","62",6.611696294,101.2793351,1508.513759,NA,503.8757938,27688.90163,NA,NA,59.63031141,0.10070485,6.995114077,NA,0.015305039,0.04840657,1.193987112,10.16695154,0.063701305,0.006146083
"TX","620",3.202213681,26.9977354,1131.579801,50.60941188,315.7930871,84052.70096,4433.472722,25.2914613,38.36447836,0.043761706,4.053941227,26.09946904,0.008387824,0.027860374,1.296740599,8.691214097,0.050877421,0.003378491
"TX","621",5.058834671,46.40315112,1495.729183,54.01696465,383.0551488,44107.25315,5246.748387,40.32476683,46.52097639,0.070630072,6.01607661,NA,0.01401175,0.082955644,1.922160929,10.60764484,0.064845892,0.003497947
"TX","622",5.973736422,67.76999982,1718.851933,108.8220986,394.3290839,60440.69153,3523.283796,30.76225174,50.23367253,0.044361118,4.182480988,21.9751425,0.016309541,0.055989671,2.124609851,8.546802132,0.043218313,0.003172064
"TX","624",4.636086183,90.41435541,2003.695736,49.07236378,345.9050873,40045.815,2859.270891,29.93867289,46.18773072,0.073017664,4.069634781,16.36969145,0.009484757,0.06047034,1.243335456,6.249976687,0.03434536,0.003056912
"TX","627",8.530490313,37.46175969,2624.986859,61.43071849,529.4645416,63435.41587,3758.146219,30.90271805,50.13311106,0.071616109,3.926394917,9.312709809,0.013293141,0.060194242,2.884755293,10.94401666,0.061612719,0.002848406
"TX","628",8.418817121,128.6073395,2380.248316,62.92458865,634.317416,122740.2739,3649.158646,36.90981623,50.84753973,0.074840357,5.772938685,13.01896428,0.011575227,0.052975793,3.296278954,8.387351576,0.049376385,0.001953254
"TX","629",5.895967063,94.91690594,1651.362193,43.07919538,439.0758509,78687.23033,3404.121135,22.24064735,33.90152931,0.076633416,5.202461198,15.77720985,0.005552399,0.038793007,3.035694794,9.649586665,0.04118516,0.00187081
"TX","63",5.858008084,37.39281396,1968.744868,39.92232877,251.4343235,36397.77628,3705.876469,25.27561429,36.427498,0.047582684,4.673265372,14.6101555,0.010927768,0.028601671,0.912858031,9.18876361,0.033558109,0.001806379
"TX","632",2.688677344,27.85540273,958.8143168,46.00994748,407.9161736,90068.6594,3581.905655,29.64070339,37.1957944,0.134390209,5.990618503,NA,0.00546283,0.046883814,1.088144056,8.008665427,NA,0.001944421
"TX","633",6.850498692,104.9353889,1538.438481,45.50119402,404.6646669,38206.73314,2360.455327,24.793129,45.8019005,0.044487388,5.946754162,10.4755064,0.010174804,0.026001347,1.861393584,5.459451926,0.045299456,0.003202816
"TX","634",6.969578027,91.53837037,1232.441555,64.03207171,380.3547831,40491.15748,2948.258227,25.62033052,48.03615988,NA,3.169592713,10.87899665,0.00932639,0.0309857,1.11447398,5.503831521,0.070493172,0.003099637
"TX","635",5.593656591,108.5017158,1901.158849,64.3449663,588.7675101,37929.16194,4508.038925,45.17495532,61.64423049,0.116686348,3.199056419,15.31633352,0.012998326,NA,2.774770411,9.510451662,NA,0.003080116
"TX","636",4.236086734,45.05848308,1639.428312,42.98890429,302.8188596,34977.87243,3655.302716,18.01075152,29.80417069,0.044969199,3.208264033,11.76400626,0.00859741,0.044901929,0.962909981,8.587274286,0.040539573,0.001470534
"TX","637",8.65613224,46.34258468,1611.180821,61.44284867,516.2202842,53117.21767,4956.372002,36.42822285,45.44823072,NA,6.013319868,18.08161572,0.012859197,0.038811805,2.384569102,9.0435002,0.086478785,0.002920059
"TX","638",5.986994574,54.67589569,1102.876357,53.61306618,403.0833213,82702.0999,2436.096831,31.02394069,42.00757797,0.05643843,9.505808659,15.91519432,0.010413867,0.042066568,1.696753236,6.197970633,NA,0.001186635
"TX","639",4.205843651,60.48298275,1191.737324,44.237054,286.9404663,59708.46235,2373.758253,27.87687486,48.9237846,0.049122734,2.868798684,20.61516087,0.012893847,0.03645067,1.264799675,6.197783779,0.053439258,0.003713783
"TX","640",3.609728818,76.79211335,1397.691001,47.42644219,322.2566571,84414.05993,4307.826637,26.94696852,43.44747778,0.053939451,4.28474236,23.21673723,0.009581568,0.027978487,1.643735317,8.607829704,0.035894346,0.002574743
"TX","641",7.764120122,146.2617717,2240.363938,49.72322938,323.3540049,82129.73912,3920.551605,20.72983108,43.23596546,0.065819457,6.958680489,31.4967359,0.011393323,0.043349825,2.405177788,6.630377383,0.041477635,0.003162364
"TX","642",7.318661784,156.5486612,1274.107334,61.87364532,362.301262,46147.08593,4774.250486,26.44750082,69.94721474,0.05057939,5.100644821,9.984002549,0.014988841,0.036101808,1.599073207,10.74055261,0.075941756,0.001833752
"TX","643",3.937558287,68.8781868,1304.623818,45.56618584,387.9590582,82786.91072,4185.963698,26.54082485,48.59950559,0.051273786,3.743016275,11.86469745,0.00848716,0.032039331,2.062610878,8.57748788,0.045550327,0.00232345
"TX","644",5.969734681,50.37490922,826.7650935,55.97709122,471.8290139,59641.32314,3371.588964,30.05284556,42.42726036,0.065255419,8.22113749,16.84888231,0.008185749,0.055099773,1.160828984,8.922264658,NA,0.002552574
"TX","647",3.384087017,21.27545964,1375.407924,55.82904075,284.6788926,24791.76789,5479.100197,30.33890883,35.62498496,0.07403473,5.575689034,NA,0.008533378,0.019408582,0.702790291,10.94977765,0.026112398,0.006465153
"TX","648",4.349434418,36.91067902,1081.2569865,66.55648419,493.6778168,55203.896205,3651.314505,21.494229515,37.18956049,0.0526887455,4.1509966995,21.62823322,0.007496359,0.0532168135,1.1967074485,8.775416258,0.059050984,0.0049080495
"TX","649",4.306139706,29.0691881,1669.029143,NA,407.6017062,52239.4553,3768.119353,35.0307675,57.58437935,0.05481799,4.09504689,21.90661879,0.007529886,0.027417299,1.332318283,7.596796091,0.0350893,0.001793469
"TX","65",3.59273322,45.14634161,1462.997511,39.43599986,291.7655916,31825.61327,4468.193492,29.73422475,36.28899382,0.053999849,4.31574933,NA,0.011216679,0.088160601,1.034967152,8.631621657,0.096530128,0.003116558
"TX","654",4.160934994,29.25400486,1291.253704,63.52248345,360.2840052,34809.07292,4753.749846,37.92840956,39.96234285,0.074494205,NA,28.58254259,0.006758467,0.065806508,1.076149404,11.74527501,0.060906537,0.001482526
"TX","655",5.937477162,95.22168114,1168.878564,79.36330914,380.043053,44106.10519,3611.885935,25.61570513,68.7549168,0.073010501,8.142624835,23.0571507,0.019425799,0.047630204,1.786768421,6.810510072,NA,0.002158895
"TX","656",4.594474749,36.36296247,1389.78727,52.08911197,281.9166928,49180.39426,2565.221846,22.20617788,28.44041378,0.066005845,9.254658266,23.14860864,0.008321513,0.024919579,1.138592423,7.940783673,0.082679158,0.000408329
"TX","657",6.637132003,76.32772755,1438.272774,49.01036153,606.6604026,46452.24018,4266.585849,28.61697882,39.38772896,0.054656681,7.95442193,33.19149513,0.014059126,0.061112881,1.509816241,10.51906548,0.062209933,0.002977438
"TX","658",7.830298967,84.74084853,1991.756777,64.02589694,328.8471671,38584.38689,3847.531736,39.46379654,42.58070969,0.125728162,5.060051054,16.98860914,0.010259982,0.040730039,2.230691374,7.855892147,0.020583237,NA
"TX","66",NA,NA,1918.909342,NA,243.0033837,NA,3564.182845,22.38757004,NA,0.100463702,4.114990505,35.51870912,NA,0.024103099,1.45799736,12.61348203,0.052839634,0.001342648
"TX","660",4.419340423,101.5985754,1411.439627,45.81365653,401.6905587,84792.38765,3868.47953,15.44669833,41.7089661,0.061744143,2.5646127,9.074879093,0.009275,0.038861932,1.217175608,6.011095571,0.050296756,0.001100239
"TX","661",5.976593667,100.9207546,1491.182807,60.81225877,409.0820636,64040.22994,3747.338424,31.5457535,45.45310163,0.05508172,6.824774983,28.20643268,0.011186945,0.06880433,1.528383399,10.17441595,NA,0.001466166
"TX","663",6.517176401,130.4749931,1668.046356,46.75692284,469.393025,73669.68051,3006.530654,22.69653557,43.15173772,0.055311583,5.23933117,10.90238737,0.014440448,0.061691274,3.203188874,6.340267557,0.129221166,0.002940008
"TX","664",7.081168196,31.22822016,1007.222509,69.62529097,333.402012,34139.6813,4583.744436,32.30806766,56.70176446,0.090230007,4.360797465,NA,0.01013831,0.041899902,1.114310499,8.218263691,0.039912946,0.003050211
"TX","666",8.003934189,31.52347847,1634.699204,56.88243271,353.4714997,44725.79398,4153.589385,27.82799952,40.27977593,0.104014389,6.577476758,29.23167497,0.017282514,0.017890581,1.903504951,9.177230153,0.044087959,0.002046579
"TX","667",2.628004872,87.27913948,1285.910359,47.41404581,303.518744,43402.01168,4219.073956,24.64761868,41.06092445,0.055119553,4.360041006,28.31163079,0.008318311,0.033705624,0.978407258,9.683356141,0.021150641,0.002042333
"TX","668",4.164420243,34.10641803,1964.874451,37.04559156,343.4323833,96477.80521,2416.188775,33.79628665,28.86848457,0.110688249,3.893581913,13.17741955,0.005381735,0.036947359,1.648054337,6.366557961,0.014455855,0.00220734
"TX","669",4.092577441,70.89238087,1292.355816,59.76984208,579.5910199,60806.13525,2796.622033,24.22316115,52.61326323,0.085552012,6.362301076,11.0505201,0.011712546,0.04686813,2.527742343,6.070854943,0.076482532,0.002775812
"TX","67",4.991513179,70.70803898,1995.103504,107.5010586,349.4304562,46681.78328,3666.722004,28.78500924,47.09689911,0.03991137,2.766964862,17.96140984,0.016593051,0.046224357,1.577035365,9.580322268,0.042759641,0.003708002
"TX","670",4.072820599,33.92978767,1456.722347,55.68471394,456.555672,129910.6761,3061.279881,25.35361229,34.10433326,0.087223671,5.228986979,13.34537834,0.007328557,0.020181937,2.610703113,5.064685496,0.024925395,0.000633098
"TX","672",4.96761479,110.478476,1528.653657,47.82614108,389.4773103,32211.42101,2542.899999,10.84080104,41.9665421,0.052488577,4.368896897,16.16334987,0.01064655,0.027041347,0.917936297,5.671395512,0.048803771,0.004475581
"TX","673",4.476274185,39.58387618,1409.705414,67.39985632,464.6372335,51359.20461,4165.588592,28.03541643,40.48835803,0.050008547,4.368377717,23.40285674,0.007774155,0.046574321,0.961640392,8.493341794,0.06603295,0.004273095
"TX","674",4.153238709,34.09104038,1303.489426,68.6087763,431.7493131,51772.82249,3840.158059,24.20093466,44.61575316,0.054278973,4.249139636,17.65862912,0.007551804,0.051853348,0.753306056,9.202968188,0.095052416,0.002818842
"TX","675",9.323970386,78.34585254,1740.426087,40.32884243,NA,65393.65863,5622.4869,27.75753458,36.66601311,0.088191428,4.76838903,NA,0.012119937,0.078798096,2.4464647,13.93652653,0.030071264,0.003098302
"TX","677",5.630788535,51.66735949,1376.3232715,65.46686276,555.3112943,86404.023685,4515.236526,29.005009015,37.416358705,0.0731868205,4.643678667,NA,0.00988064,0.069631723,2.748147865,9.257087227,0.0621887125,0.002559773
"TX","679",5.143077165,151.5885437,1369.000874,58.39793997,378.3866548,68366.88483,2607.644575,21.38313312,38.87242088,0.081777656,3.803238937,15.57363109,0.010321398,0.050154891,3.040228146,5.540500778,NA,0.000709694
"TX","68",8.498832494,78.00607401,1564.183458,61.67161579,409.956398,41111.29562,4385.263825,44.27797918,51.2553501,0.079723843,8.603772585,30.55935749,0.014012631,0.063331963,2.04919512,11.79374629,NA,0.005133103
"TX","680",6.098800733,59.01064056,1445.746106,48.96193358,748.3455795,94779.84931,3100.290979,21.21451789,50.70071721,0.040942405,3.624081356,13.29297544,0.010428327,0.035697235,3.1140962,7.078818507,0.055145678,0.003303835
"TX","681",5.808798402,131.2426587,1871.947157,73.04356741,430.5749676,56921.75514,3849.499363,17.66447516,44.01861334,0.050667752,6.138226753,17.78853487,0.007151962,0.064987022,1.301523009,10.7319287,0.069038121,0.001469796
"TX","682",6.279573327,59.35173921,2186.52189,57.76467029,519.893219,39952.33226,3224.963272,42.53549926,34.75866145,0.062304357,4.33997195,11.39673925,0.010353603,0.007460897,1.486338684,6.067428005,0.040925105,0.00158382
"TX","683",4.756835428,48.12733137,1647.915665,58.05523216,471.3058029,58076.94323,4764.060747,23.30015002,42.46911806,0.059964527,4.401510942,19.60752965,0.013749252,0.067237133,2.107041488,8.972203181,0.051624172,0.003613958
"TX","684",7.005350222,51.88229498,1820.164103,79.23196122,412.3763722,49503.06605,3752.086043,36.75535081,60.2792032,0.059756908,5.475579822,12.94495284,0.010699386,0.068073429,0.93426611,8.889225249,0.055515076,0.001496818
"TX","685",4.131686978,49.43261641,1563.115894,87.18930527,522.7522173,56789.63474,2639.692905,16.93662885,49.04622865,0.045077295,8.313863779,22.22758484,0.011602894,0.047505979,1.990666886,7.884351135,0.043635171,0.002577094
"TX","686",5.508868083,68.45507493,2152.995979,48.53525211,439.2322837,60481.25325,5392.590246,19.65912939,32.69833411,0.068369737,3.161624609,9.799994094,0.009640959,0.046082513,2.570902824,10.50643564,0.044933387,0.004227084
"TX","689",4.216667841,41.92087412,1336.311744,103.7609665,384.283405,48555.35932,3322.474797,24.33206382,50.65448107,0.03807875,2.846779429,10.84378601,0.012224291,0.026182175,1.166421218,7.437953674,0.088930022,0.003062826
"TX","69",3.437443995,64.42583598,1014.612265,40.41970659,268.0088254,57071.91437,3218.564483,19.97383597,24.85717618,0.033404005,3.993927248,32.77864033,0.007313662,0.030053857,1.027469666,7.859737413,0.030834915,0.00179867
"TX","690",5.022812669,172.3387891,1756.605183,48.83068328,315.3402231,31350.50311,3044.463444,29.74454117,44.419611,0.045721755,6.460409317,16.47316244,0.011023205,0.054374089,1.320198413,7.929564775,0.046153558,0.002624067
"TX","691",7.354838984,86.71895599,1591.582229,56.51098549,441.163175,53048.66531,3807.545071,41.6951929,51.79096642,0.065552316,7.573852489,29.7421547,0.016243438,0.063454389,1.673532876,8.507400732,0.069682945,0.00124746
"TX","692",5.38440626,79.09010483,1554.861702,48.40380109,380.9860726,39626.05851,3667.607757,30.97531779,46.00516862,0.046663247,3.827345588,9.54119603,0.016590237,0.057556901,1.71525302,9.711635337,0.058535729,0.002159669
"TX","693",5.768545187,111.358085,1354.794122,41.09484201,329.8762568,33926.6641,4351.457526,30.45213712,28.93278185,0.082335991,3.39178978,NA,0.014800466,0.053399508,1.377489893,8.60665607,0.124598621,0.003108663
"TX","694",5.107502698,70.54953663,1556.856634,89.0569316,398.6979675,49332.15523,4320.587355,31.84905469,51.04600081,0.061732881,4.151737754,NA,0.012384,0.054896468,1.856294296,9.67118974,0.031603906,0.003236905
"TX","695",3.26556848,56.66767517,1199.064442,36.9039081,382.097867,60867.6833,2469.882377,13.72009477,30.03127899,0.030641357,3.02800787,12.91484568,0.004731246,0.040949232,1.315042869,5.947789897,0.030269757,0.001162923
"TX","696",7.806888612,106.2595135,2097.873564,41.26504733,451.5054897,42069.10784,2985.167449,32.30561624,34.33835704,0.044771226,4.083967997,19.31995216,0.011072388,0.035814873,1.609477373,8.809102451,0.034420075,0.002222527
"TX","697",6.232815625,29.8350793,1182.904208,44.19644321,470.302304,59104.47173,2705.858946,24.61430705,42.84148864,0.054567287,6.848066892,17.11427156,0.006751656,0.039484311,2.039296318,7.147133195,0.058851332,0.001387188
"TX","698",4.767008191,26.11025216,1888.754444,74.93940622,399.0874836,55462.63141,3832.23888,17.27420008,43.47073822,0.065968887,6.57420815,33.88416161,0.008738574,0.075988278,1.103524801,9.198650768,0.063129951,0.002007614
"TX","699",4.687926105,33.90513398,1327.893489,101.9016877,471.0899354,37251.99388,3635.931627,36.77223495,45.69372308,0.050583926,3.596013198,24.8213534,0.010801086,0.054011268,1.143864258,7.21659453,0.051812041,0.002765991
"TX","7",4.344178644,46.68318746,1752.590736,94.0555425,660.3350093,62212.80723,3114.570219,21.9828909,42.98173213,0.046592018,3.856309822,40.95439034,0.008292374,0.028569152,2.090699374,6.612944572,0.047476278,0.002095902
"TX","70",3.931311353,32.33424839,1158.58223,34.81470942,306.3510612,56684.88881,2590.071534,23.05131137,33.41702141,0.050753901,6.209314166,23.97008033,0.006798679,0.03710663,1.102939452,6.586756653,0.035611092,0.000832561
"TX","702",3.127962589,18.20934877,1663.21013,43.29130239,464.4416115,41647.10376,2572.124997,24.71280937,35.57848763,0.040303766,3.920098963,10.3434799,0.005895705,0.05149451,1.077000909,6.488502982,0.03915032,0.001157748
